"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard","CurrentScope"
"habits.support.read","FX-17","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own habit; history past check-ins không bị viết lại bởi đổi schedule","true"
"time.support.read","FX-18","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Owner scope; tối đa một timer đang chạy; không billable/team/payroll","true"
"focus.support.read","FX-19","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own focus session; elapsed từ clock/state hợp lệ; không tự tạo Calendar","true"
"documents.support.read","FX-20","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"bookmarks.support.read","FX-21","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own bookmark; saved metadata khác fetched metadata, không overwrite owner edit","true"
"snippets.support.read","FX-22","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Text-only; escape rendered code; không thực thi snippet","true"
"reading.support.read","FX-23","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Queue reference theo source; không copy body hay xóa source","true"
"organization.support.read","FX-24","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Namespace và source provider quyết định cardinality/lifecycle; không universal grant","true"
"finance.support.read","FX-27","QUERY","SUPPORT","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Sensitive","Sensitive","","FX05-S03;FX05-S05","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"vault.support.read","FX-28","QUERY","SUPPORT","true","Blocked","Q-04-R: safe support metadata not confirmed","Sensitive","Sensitive","","FX05-S03;FX05-S05","No support/emergency secret reveal, recovery or export","false"
"news.support.read","FX-29","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"prices.support.read","FX-30","QUERY","SUPPORT","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Sensitive","Sensitive","","FX05-S03;FX05-S05","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"shopping.support.read","FX-31","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Owner manual records; không checkout/payment/provider write","true"
"toolbox.support.read","FX-32","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Local pure tools không lưu input mặc định; network tools là quyền/capability riêng","true"
"github.support.read","FX-33","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Public repository discovery only; không OAuth, star/fork/issues/write","true"
"automation.support.read","FX-34","QUERY","SUPPORT","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Sensitive","Sensitive","","FX05-S03;FX05-S05","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"integrations.support.read","FX-35","QUERY","SUPPORT","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Sensitive","Sensitive","","FX05-S03;FX05-S05","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"monitoring.support.read","FX-36","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; User monitor scope tách operational jobs; không job payload private in admin lists","true"
"assets.support.read","FX-37","QUERY","SUPPORT","true","Blocked","Blocked Q-03; domain gates also apply","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own inventory; lifecycle history; không team assignment/ownership transfer","false"
"digital.support.read","FX-38","QUERY","SUPPORT","true","Blocked","Blocked Q-03; domain gates also apply","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Metadata tracking only; không infrastructure control plane/payment renewal","false"
